Zespol,Slupek,Lines,RealTime,TimeTable
1003,03,190,2024-01-18 18:02:05,17:58:00
1003,03,190,2024-01-18 18:02:05,18:06:00
1003,01,509,2024-01-18 18:05:05,18:02:00
1003,01,509,2024-01-18 18:05:05,18:12:00
1003,01,509,2024-01-18 18:17:10,18:12:00
1003,01,509,2024-01-18 18:17:10,18:22:00
1005,11,135,2024-01-18 18:29:10,18:36:00
1005,11,135,2024-01-18 18:12:57,18:16:00
1005,07,162,2024-01-18 18:11:02,18:10:00
1005,18,166,2024-01-18 18:17:02,18:25:00
1005,18,166,2024-01-18 18:18:03,18:25:00
1005,18,166,2024-01-18 18:19:03,18:25:00
1005,18,166,2024-01-18 18:20:03,18:25:00
1005,18,166,2024-01-18 18:21:05,18:25:00
1005,18,166,2024-01-18 18:22:05,18:25:00
1005,18,166,2024-01-18 18:33:15,18:25:00
1005,06,170,2024-01-18 18:27:05,18:20:00
1005,06,170,2024-01-18 18:27:05,18:35:00
1005,11,212,2024-01-18 17:59:57,18:05:00
1005,11,212,2024-01-18 18:02:59,18:05:00
1005,11,212,2024-01-18 17:43:47,17:50:00
1005,11,212,2024-01-18 17:44:55,17:50:00
1005,11,212,2024-01-18 18:40:16,18:45:00
1013,12,736,2024-01-18 18:34:04,18:42:00
1013,12,736,2024-01-18 18:35:09,18:42:00
1013,12,736,2024-01-18 18:36:09,18:42:00
1013,12,736,2024-01-18 18:38:09,18:42:00
1013,12,736,2024-01-18 18:40:09,18:42:00
1015,02,186,2024-01-18 18:18:06,18:20:00
1016,01,509,2024-01-18 18:38:15,18:37:00
1016,01,509,2024-01-18 18:38:15,18:42:00
1017,01,518,2024-01-18 18:06:01,18:01:00
1017,02,518,2024-01-18 17:45:54,17:40:00
1017,02,518,2024-01-18 17:45:54,17:50:00
1018,01,516,2024-01-18 18:08:57,18:06:00
1018,02,516,2024-01-18 18:19:13,18:21:00
1019,02,186,2024-01-18 17:57:57,17:56:00
1019,02,186,2024-01-18 17:57:57,18:06:00
1019,02,511,2024-01-18 18:34:12,18:33:00
1020,01,314,2024-01-18 17:54:59,17:53:00
1020,03,509,2024-01-18 18:23:59,18:18:00
1020,03,509,2024-01-18 18:23:59,18:26:00
1021,02,152,2024-01-18 18:17:10,18:14:00
1027,01,731,2024-01-18 18:29:07,18:25:00
1034,01,138,2024-01-18 17:50:51,17:49:00
1036,03,156,2024-01-18 17:48:48,17:47:00
1043,01,338,2024-01-18 17:49:55,17:42:00
1043,01,338,2024-01-18 17:49:55,17:57:00
1054,01,512,2024-01-18 17:56:55,17:55:00
1055,01,190,2024-01-18 18:30:03,18:22:00
1055,01,190,2024-01-18 18:30:03,18:29:00
1055,01,190,2024-01-18 18:30:03,18:37:00
1056,03,140,2024-01-18 18:28:15,18:23:00
1056,03,140,2024-01-18 18:28:15,18:35:00
1057,01,512,2024-01-18 17:52:55,17:51:00
1061,01,512,2024-01-18 18:02:59,18:06:00
1063,02,512,2024-01-18 18:26:10,18:29:00
1064,03,262,2024-01-18 17:57:57,18:03:00
1064,03,262,2024-01-18 17:59:57,18:03:00
1064,03,262,2024-01-18 18:35:18,18:33:00
1064,03,262,2024-01-18 18:38:11,18:33:00
1064,03,262,2024-01-18 18:40:14,18:33:00
1064,03,262,2024-01-18 18:40:14,18:48:00
1065,01,245,2024-01-18 18:32:09,18:31:00
1066,01,169,2024-01-18 18:19:12,18:16:00
1075,02,212,2024-01-18 18:10:08,18:09:00
1083,01,126,2024-01-18 18:04:52,18:02:00
1085,13,104,2024-01-18 18:10:04,18:03:00
1085,13,104,2024-01-18 18:10:04,18:18:00
1085,13,104,2024-01-18 18:31:11,18:33:00
1095,01,176,2024-01-18 18:38:15,18:37:00
1095,01,314,2024-01-18 18:38:12,18:36:00
1100,02,176,2024-01-18 17:58:59,17:54:00
1105,01,152,2024-01-18 17:55:55,17:57:00
1111,01,133,2024-01-18 18:20:05,18:24:00
1115,01,133,2024-01-18 18:34:10,18:39:00
1118,01,211,2024-01-18 18:34:12,18:31:00
1118,01,211,2024-01-18 18:34:12,18:41:00
1137,01,120,2024-01-18 18:15:03,18:14:00
1140,09,140,2024-01-18 18:02:05,18:00:00
1140,09,140,2024-01-18 18:02:05,18:10:00
1140,09,140,2024-01-18 18:31:11,18:30:00
1140,09,140,2024-01-18 18:32:11,18:30:00
1140,09,140,2024-01-18 18:32:11,18:40:00
1140,09,140,2024-01-18 18:35:18,18:30:00
1140,09,140,2024-01-18 18:35:18,18:40:00
1140,09,140,2024-01-18 18:38:15,18:30:00
1140,09,140,2024-01-18 18:38:15,18:40:00
1140,09,140,2024-01-18 18:06:01,18:00:00
1140,09,140,2024-01-18 18:06:01,18:10:00
1140,09,140,2024-01-18 18:07:06,18:00:00
1140,09,140,2024-01-18 18:07:06,18:10:00
1140,09,140,2024-01-18 18:11:01,18:10:00
1144,01,500,2024-01-18 18:05:02,18:04:00
1145,01,120,2024-01-18 18:04:55,18:02:00
1146,01,112,2024-01-18 18:07:07,18:06:00
1146,08,120,2024-01-18 17:54:59,17:56:00
1146,01,199,2024-01-18 18:11:03,18:09:00
1146,03,527,2024-01-18 18:00:00,17:55:00
1146,03,527,2024-01-18 18:00:00,18:05:00
1147,04,114,2024-01-18 18:17:07,18:15:00
1147,03,414,2024-01-18 18:05:05,18:03:00
1149,02,120,2024-01-18 18:31:07,18:30:00
1150,01,112,2024-01-18 17:48:53,17:41:00
1150,01,112,2024-01-18 17:48:53,17:51:00
1152,08,199,2024-01-18 18:15:07,18:11:00
1152,08,199,2024-01-18 18:24:12,18:31:00
1152,08,199,2024-01-18 18:27:06,18:31:00
1152,08,199,2024-01-18 17:43:49,17:51:00
1152,08,199,2024-01-18 17:44:55,17:51:00
1152,08,199,2024-01-18 17:45:55,17:51:00
1152,08,199,2024-01-18 17:47:55,17:51:00
1152,08,199,2024-01-18 17:48:49,17:51:00
1152,03,245,2024-01-18 17:47:57,17:44:00
1152,04,500,2024-01-18 17:56:44,17:55:00
1152,04,500,2024-01-18 17:56:44,18:05:00
1152,04,500,2024-01-18 17:57:45,17:55:00
1152,04,500,2024-01-18 17:57:45,18:05:00
1152,04,500,2024-01-18 17:58:45,17:55:00
1152,04,500,2024-01-18 17:58:45,18:05:00
1152,04,500,2024-01-18 17:59:46,17:55:00
1152,04,500,2024-01-18 17:59:46,18:05:00
1152,04,500,2024-01-18 18:00:46,17:55:00
1152,04,500,2024-01-18 18:00:46,18:05:00
1152,04,500,2024-01-18 18:01:47,17:55:00
1152,04,500,2024-01-18 18:01:47,18:05:00
1152,04,500,2024-01-18 18:02:47,17:55:00
1152,04,500,2024-01-18 18:02:47,18:05:00
1152,04,500,2024-01-18 18:03:49,18:05:00
1152,04,500,2024-01-18 18:06:02,18:05:00
1152,04,500,2024-01-18 18:07:09,18:05:00
1152,04,500,2024-01-18 18:07:09,18:15:00
1152,04,500,2024-01-18 18:08:03,18:05:00
1152,04,500,2024-01-18 18:08:03,18:15:00
1152,04,500,2024-01-18 18:11:04,18:05:00
1152,04,500,2024-01-18 18:11:04,18:15:00
1152,04,500,2024-01-18 18:17:10,18:15:00
1152,04,500,2024-01-18 18:17:10,18:25:00
1152,04,500,2024-01-18 18:18:05,18:15:00
1152,04,500,2024-01-18 18:18:05,18:25:00
1152,04,500,2024-01-18 18:19:10,18:15:00
1152,04,500,2024-01-18 18:19:10,18:25:00
1152,04,500,2024-01-18 18:20:08,18:15:00
1152,04,500,2024-01-18 18:20:08,18:25:00
1152,04,500,2024-01-18 18:21:13,18:15:00
1152,04,500,2024-01-18 18:21:13,18:25:00
1152,04,500,2024-01-18 18:22:10,18:15:00
1152,04,500,2024-01-18 18:22:10,18:25:00
1153,01,112,2024-01-18 18:21:13,18:17:00
1153,01,112,2024-01-18 18:21:13,18:27:00
1153,03,112,2024-01-18 18:11:05,18:09:00
1153,01,414,2024-01-18 18:03:00,18:02:00
1157,02,145,2024-01-18 17:43:43,17:41:00
1157,02,145,2024-01-18 17:43:43,17:51:00
1158,04,112,2024-01-18 18:03:00,18:00:00
1158,04,112,2024-01-18 18:03:00,18:10:00
1158,03,156,2024-01-18 18:26:13,18:23:00
1159,01,145,2024-01-18 18:07:09,18:05:00
1159,01,145,2024-01-18 18:07:09,18:15:00
1163,02,190,2024-01-18 17:52:55,17:46:00
1163,02,190,2024-01-18 17:52:55,18:01:00
1169,02,204,2024-01-18 17:45:43,17:43:00
1169,02,204,2024-01-18 17:45:43,17:53:00
1176,01,104,2024-01-18 18:30:11,18:23:00
1176,01,104,2024-01-18 18:30:11,18:38:00
1176,01,104,2024-01-18 18:31:11,18:23:00
1176,01,104,2024-01-18 18:31:11,18:38:00
1176,01,104,2024-01-18 18:32:06,18:38:00
1176,01,104,2024-01-18 18:33:16,18:38:00
1176,01,104,2024-01-18 18:34:12,18:38:00
1179,04,120,2024-01-18 18:21:04,18:19:00
1179,01,527,2024-01-18 18:05:56,18:00:00
1179,01,527,2024-01-18 18:05:56,18:10:00
1182,04,204,2024-01-18 18:35:14,18:40:00
1182,04,204,2024-01-18 18:36:10,18:40:00
1182,06,527,2024-01-18 18:28:11,18:21:00
1182,06,527,2024-01-18 18:28:11,18:26:00
1182,06,527,2024-01-18 18:28:11,18:31:00
1183,03,132,2024-01-18 17:52:55,17:51:00
1183,03,132,2024-01-18 17:52:55,18:01:00
1183,01,527,2024-01-18 17:59:03,17:54:00
1183,01,527,2024-01-18 17:59:03,18:04:00
1183,01,527,2024-01-18 18:33:13,18:29:00
1183,01,527,2024-01-18 18:33:13,18:39:00
1186,01,723,2024-01-18 18:13:05,18:09:00
1191,04,731,2024-01-18 18:04:08,18:06:00
1205,01,134,2024-01-18 18:34:06,18:29:00
1215,04,512,2024-01-18 18:31:06,18:26:00
1215,04,512,2024-01-18 18:35:11,18:41:00
1221,02,340,2024-01-18 18:02:57,17:57:00
1221,02,340,2024-01-18 18:02:57,18:06:00
1225,01,226,2024-01-18 18:26:14,18:22:00
1231,07,102,2024-01-18 17:48:53,17:47:00
1231,07,102,2024-01-18 17:49:59,17:47:00
1231,07,102,2024-01-18 17:50:55,17:47:00
1231,07,102,2024-01-18 17:42:53,17:47:00
1231,07,102,2024-01-18 17:43:49,17:47:00
1231,02,125,2024-01-18 17:59:57,18:02:00
1233,02,340,2024-01-18 18:07:05,18:01:00
1233,02,340,2024-01-18 18:07:05,18:10:00
1233,01,738,2024-01-18 17:43:45,17:40:00
1234,04,112,2024-01-18 18:03:01,18:02:00
1234,04,112,2024-01-18 18:04:06,18:02:00
1234,04,112,2024-01-18 18:05:04,18:02:00
1234,04,112,2024-01-18 18:07:09,18:02:00
1234,04,112,2024-01-18 18:08:01,18:02:00
1234,04,112,2024-01-18 18:11:03,18:17:00
1234,04,112,2024-01-18 17:42:50,17:37:00
1234,04,112,2024-01-18 17:42:50,17:47:00
1234,01,190,2024-01-18 18:33:05,18:26:00
1234,01,190,2024-01-18 18:33:05,18:36:00
1234,01,190,2024-01-18 18:34:05,18:26:00
1234,01,190,2024-01-18 18:34:05,18:36:00
1235,02,140,2024-01-18 17:57:57,17:54:00
1235,02,140,2024-01-18 17:57:57,18:04:00
1237,01,738,2024-01-18 18:35:16,18:37:00
1250,04,211,2024-01-18 17:45:51,17:41:00
1250,04,211,2024-01-18 17:45:51,17:51:00
1253,09,186,2024-01-18 18:15:07,18:07:00
1253,09,186,2024-01-18 18:15:07,18:20:00
1253,09,186,2024-01-18 18:20:08,18:28:00
1253,02,211,2024-01-18 18:13:05,18:08:00
1253,02,211,2024-01-18 18:13:05,18:18:00
1253,07,516,2024-01-18 18:29:10,18:31:00
1256,02,152,2024-01-18 17:43:45,17:41:00
1256,02,152,2024-01-18 18:11:01,18:10:00
1256,02,186,2024-01-18 18:03:01,18:01:00
1256,02,186,2024-01-18 18:03:01,18:11:00
1256,02,509,2024-01-18 18:40:17,18:37:00
1256,02,509,2024-01-18 18:40:17,18:46:00
1257,01,518,2024-01-18 18:29:08,18:27:00
1260,02,134,2024-01-18 18:09:02,18:05:00
1277,02,133,2024-01-18 17:59:02,17:57:00
1280,01,527,2024-01-18 18:14:04,18:08:00
1280,01,527,2024-01-18 18:14:04,18:13:00
1280,01,527,2024-01-18 18:14:04,18:18:00
1281,02,134,2024-01-18 18:11:01,18:06:00
1285,02,226,2024-01-18 18:02:57,18:05:00
1292,01,212,2024-01-18 18:07:05,18:03:00
1298,02,509,2024-01-18 17:57:02,17:55:00
1298,02,509,2024-01-18 17:57:02,18:03:00
1315,01,211,2024-01-18 18:10:05,18:07:00
1315,01,211,2024-01-18 18:10:05,18:12:00
1315,01,211,2024-01-18 18:10:05,18:17:00
1316,01,211,2024-01-18 18:18:02,18:12:00
1316,01,211,2024-01-18 18:18:02,18:17:00
1317,01,211,2024-01-18 18:20:06,18:12:00
1317,01,211,2024-01-18 18:20:06,18:17:00
1317,01,211,2024-01-18 18:20:06,18:27:00
1326,03,204,2024-01-18 18:40:05,18:32:00
1326,03,204,2024-01-18 18:40:05,18:42:00
1329,01,199,2024-01-18 17:59:59,17:58:00
1332,02,199,2024-01-18 18:36:13,18:33:00
1333,02,199,2024-01-18 18:38:15,18:33:00
1349,52,314,2024-01-18 18:31:13,18:28:00
1358,02,527,2024-01-18 18:20:01,18:16:00
1358,02,527,2024-01-18 18:20:01,18:26:00
1359,02,132,2024-01-18 18:24:09,18:16:00
1359,02,132,2024-01-18 18:24:09,18:31:00
1359,02,132,2024-01-18 18:33:15,18:31:00
1359,02,132,2024-01-18 18:34:11,18:31:00
1359,02,132,2024-01-18 18:35:17,18:31:00
1359,02,132,2024-01-18 18:36:13,18:31:00
1359,02,132,2024-01-18 18:38:06,18:31:00
1359,02,132,2024-01-18 18:40:16,18:47:00
1359,01,527,2024-01-18 18:31:14,18:26:00
1359,01,527,2024-01-18 18:31:14,18:36:00
1402,01,518,2024-01-18 18:05:59,18:04:00
1403,01,518,2024-01-18 18:18:02,18:24:00
1405,01,211,2024-01-18 18:33:12,18:31:00
1405,01,211,2024-01-18 18:33:12,18:36:00
1405,01,211,2024-01-18 18:33:12,18:41:00
1406,01,211,2024-01-18 18:35:15,18:31:00
1406,01,211,2024-01-18 18:35:15,18:41:00
1406,01,509,2024-01-18 18:22:09,18:21:00
1406,03,516,2024-01-18 18:34:10,18:33:00
1423,01,731,2024-01-18 18:02:01,18:01:00
1429,01,516,2024-01-18 18:10:05,18:08:00
1450,02,738,2024-01-18 18:34:10,18:33:00
1474,04,245,2024-01-18 18:15:07,18:09:00
1492,01,199,2024-01-18 18:14:52,18:16:00
1493,01,199,2024-01-18 17:57:02,17:56:00
1497,02,211,2024-01-18 18:14:11,18:06:00
1497,02,211,2024-01-18 18:14:11,18:11:00
1497,02,211,2024-01-18 18:14:11,18:21:00
1520,02,527,2024-01-18 17:47:48,17:43:00
1520,02,527,2024-01-18 17:47:48,17:53:00
1524,01,120,2024-01-18 18:35:17,18:34:00
1528,02,169,2024-01-18 18:26:14,18:25:00
1528,01,500,2024-01-18 18:14:01,18:13:00
1557,02,240,2024-01-18 17:54:55,17:47:00
1557,02,256,2024-01-18 18:19:10,18:17:00
1558,01,234,2024-01-18 17:47:57,17:52:00
1558,01,234,2024-01-18 17:50:55,17:52:00
1567,02,152,2024-01-18 18:01:06,18:00:00
1575,01,262,2024-01-18 18:02:03,18:08:00
1689,02,170,2024-01-18 17:48:55,17:55:00
1710,01,L27,2024-01-18 17:59:01,18:04:00
1861,02,736,2024-01-18 18:20:05,18:18:00
1944,01,211,2024-01-18 18:31:13,18:33:00
1947,03,900,2024-01-18 18:02:02,18:01:00
2002,01,102,2024-01-18 18:15:08,18:12:00
2005,02,135,2024-01-18 18:21:12,18:20:00
2008,22,143,2024-01-18 18:35:17,18:33:00
2008,22,143,2024-01-18 18:35:17,18:43:00
2008,22,173,2024-01-18 17:59:02,18:01:00
2008,14,704,2024-01-18 18:32:10,18:35:00
2011,01,141,2024-01-18 17:43:44,17:36:00
2011,01,141,2024-01-18 17:43:44,17:51:00
2011,02,141,2024-01-18 18:02:05,17:56:00
2015,03,402,2024-01-18 17:45:55,17:44:00
2015,03,402,2024-01-18 17:45:55,17:54:00
2018,02,502,2024-01-18 17:47:58,17:49:00
2020,01,502,2024-01-18 18:29:09,18:21:00
2020,01,502,2024-01-18 18:29:09,18:36:00
2024,01,525,2024-01-18 17:50:57,17:49:00
2024,01,525,2024-01-18 17:50:57,17:59:00
2024,02,525,2024-01-18 18:29:09,18:22:00
2024,02,525,2024-01-18 18:29:09,18:28:00
2025,01,525,2024-01-18 18:28:15,18:20:00
2025,01,525,2024-01-18 18:28:15,18:30:00
2032,02,125,2024-01-18 17:43:46,17:49:00
2032,02,125,2024-01-18 18:10:01,18:09:00
2032,02,125,2024-01-18 18:11:01,18:09:00
2032,02,125,2024-01-18 18:14:01,18:09:00
2032,02,125,2024-01-18 18:15:01,18:09:00
2032,02,125,2024-01-18 18:17:01,18:09:00
2032,02,125,2024-01-18 18:21:02,18:29:00
2032,02,125,2024-01-18 18:26:04,18:29:00
2032,02,125,2024-01-18 18:27:05,18:29:00
2032,03,319,2024-01-18 18:05:02,17:58:00
2032,03,319,2024-01-18 18:05:02,18:13:00
2032,03,319,2024-01-18 18:07:03,18:13:00
2032,03,319,2024-01-18 18:07:58,18:13:00
2032,03,319,2024-01-18 18:09:00,18:13:00
2032,03,319,2024-01-18 18:10:03,18:13:00
2032,03,319,2024-01-18 18:10:57,18:13:00
2032,03,319,2024-01-18 18:14:05,18:13:00
2032,03,319,2024-01-18 18:15:00,18:13:00
2032,03,319,2024-01-18 18:17:05,18:13:00
2032,03,319,2024-01-18 18:18:02,18:13:00
2032,03,319,2024-01-18 18:19:11,18:13:00
2032,01,525,2024-01-18 17:57:02,17:54:00
2032,01,525,2024-01-18 17:57:02,18:05:00
2032,01,525,2024-01-18 17:59:03,17:54:00
2032,01,525,2024-01-18 17:59:03,18:05:00
2032,01,525,2024-01-18 18:00:01,17:54:00
2032,01,525,2024-01-18 18:00:01,18:05:00
2032,01,525,2024-01-18 18:27:04,18:20:00
2032,01,525,2024-01-18 18:27:04,18:35:00
2032,01,525,2024-01-18 18:29:10,18:35:00
2032,01,525,2024-01-18 18:31:11,18:35:00
2032,01,525,2024-01-18 18:33:16,18:35:00
2032,01,525,2024-01-18 18:08:04,18:05:00
2032,01,525,2024-01-18 18:08:04,18:14:00
2032,01,525,2024-01-18 18:09:02,18:05:00
2032,01,525,2024-01-18 18:09:02,18:14:00
2032,01,525,2024-01-18 18:10:09,18:05:00
2032,01,525,2024-01-18 18:10:09,18:14:00
2032,01,525,2024-01-18 18:13:05,18:05:00
2032,01,525,2024-01-18 18:13:05,18:20:00
2032,01,525,2024-01-18 18:17:10,18:14:00
2032,01,525,2024-01-18 18:17:10,18:20:00
2034,01,119,2024-01-18 17:57:02,18:02:00
2034,01,119,2024-01-18 18:00:00,18:02:00
2037,05,219,2024-01-18 18:28:12,18:27:00
2038,03,219,2024-01-18 18:29:06,18:28:00
2039,10,219,2024-01-18 18:08:58,18:10:00
2041,01,521,2024-01-18 18:27:00,18:26:00
2042,01,521,2024-01-18 18:28:10,18:26:00
2042,01,521,2024-01-18 18:31:14,18:26:00
2042,01,521,2024-01-18 18:31:14,18:37:00
2043,03,161,2024-01-18 18:07:04,18:02:00
2044,01,521,2024-01-18 18:31:10,18:29:00
2045,01,521,2024-01-18 17:43:50,17:41:00
2045,01,521,2024-01-18 17:43:50,17:51:00
2046,02,319,2024-01-18 17:50:55,17:55:00
2057,01,702,2024-01-18 18:30:15,18:29:00
2059,02,183,2024-01-18 18:08:04,18:00:00
2059,02,183,2024-01-18 18:08:04,18:12:00
2060,01,520,2024-01-18 17:57:02,17:55:00
2060,01,520,2024-01-18 17:57:02,18:05:00
2061,02,115,2024-01-18 18:13:59,18:08:00
2061,02,115,2024-01-18 18:13:59,18:16:00
2061,02,173,2024-01-18 18:15:07,18:17:00
2063,02,402,2024-01-18 18:13:05,18:07:00
2063,02,402,2024-01-18 18:13:05,18:17:00
2064,01,115,2024-01-18 17:42:50,17:35:00
2064,04,402,2024-01-18 18:09:58,18:05:00
2064,04,402,2024-01-18 18:09:58,18:16:00
2064,04,402,2024-01-18 18:33:13,18:31:00
2064,04,402,2024-01-18 18:33:54,18:31:00
2064,04,402,2024-01-18 18:35:14,18:31:00
2064,04,402,2024-01-18 17:56:58,17:55:00
2064,04,402,2024-01-18 17:56:58,18:05:00
2064,04,402,2024-01-18 17:57:46,17:55:00
2064,04,402,2024-01-18 17:57:46,18:05:00
2064,04,402,2024-01-18 17:58:50,17:55:00
2064,04,402,2024-01-18 17:58:50,18:05:00
2064,04,402,2024-01-18 17:59:55,17:55:00
2064,04,402,2024-01-18 17:59:55,18:05:00
2064,04,402,2024-01-18 18:00:57,17:55:00
2064,04,402,2024-01-18 18:00:57,18:05:00
2064,04,402,2024-01-18 18:02:00,17:55:00
2064,04,402,2024-01-18 18:02:00,18:05:00
2064,04,402,2024-01-18 18:02:47,17:55:00
2064,04,402,2024-01-18 18:02:47,18:05:00
2064,03,520,2024-01-18 18:40:16,18:39:00
2064,03,520,2024-01-18 18:07:02,18:01:00
2064,03,520,2024-01-18 18:07:02,18:11:00
2064,03,520,2024-01-18 18:08:02,18:01:00
2064,03,520,2024-01-18 18:08:02,18:11:00
2065,02,173,2024-01-18 18:02:04,17:57:00
2065,02,173,2024-01-18 18:02:04,18:09:00
2069,01,183,2024-01-18 17:57:02,17:59:00
2070,02,115,2024-01-18 18:27:01,18:23:00
2074,02,145,2024-01-18 18:20:06,18:19:00
2086,01,143,2024-01-18 18:36:14,18:30:00
2086,01,143,2024-01-18 18:36:14,18:42:00
2086,01,143,2024-01-18 18:04:53,18:00:00
2086,01,143,2024-01-18 18:04:53,18:10:00
2086,01,143,2024-01-18 18:05:54,18:00:00
2086,01,143,2024-01-18 18:05:54,18:10:00
2086,01,143,2024-01-18 18:07:36,18:00:00
2086,01,143,2024-01-18 18:07:36,18:10:00
2088,01,115,2024-01-18 18:19:55,18:16:00
2090,02,153,2024-01-18 18:14:11,18:13:00
2097,04,123,2024-01-18 18:08:01,18:03:00
2097,03,147,2024-01-18 18:05:05,18:00:00
2097,03,509,2024-01-18 18:28:14,18:26:00
2097,03,509,2024-01-18 18:28:14,18:36:00
2100,02,188,2024-01-18 17:44:44,17:42:00
2100,04,514,2024-01-18 17:50:01,17:47:00
2100,03,525,2024-01-18 18:11:05,18:09:00
2100,03,525,2024-01-18 18:11:05,18:19:00
2102,04,158,2024-01-18 18:32:08,18:30:00
2103,01,168,2024-01-18 18:11:04,18:09:00
2105,02,158,2024-01-18 17:57:02,18:00:00
2105,02,158,2024-01-18 18:34:11,18:30:00
2105,02,168,2024-01-18 18:05:06,18:07:00
2105,01,182,2024-01-18 18:35:17,18:34:00
2105,01,182,2024-01-18 18:36:09,18:34:00
2105,01,182,2024-01-18 18:36:09,18:44:00
2105,01,182,2024-01-18 18:20:08,18:14:00
2105,01,182,2024-01-18 18:20:08,18:24:00
2105,01,182,2024-01-18 18:21:05,18:14:00
2105,01,182,2024-01-18 18:21:05,18:24:00
2105,01,182,2024-01-18 18:08:02,18:04:00
2105,01,182,2024-01-18 18:08:02,18:14:00
2105,01,182,2024-01-18 18:11:00,18:04:00
2105,01,182,2024-01-18 18:11:00,18:14:00
2105,01,182,2024-01-18 18:28:14,18:24:00
2105,01,182,2024-01-18 18:28:14,18:34:00
2105,01,182,2024-01-18 17:42:54,17:44:00
2105,01,182,2024-01-18 17:59:03,17:54:00
2105,01,182,2024-01-18 17:59:03,18:04:00
2105,01,182,2024-01-18 18:00:01,17:54:00
2105,01,182,2024-01-18 18:00:01,18:04:00
2105,01,182,2024-01-18 18:02:05,17:54:00
2105,01,182,2024-01-18 18:02:05,18:04:00
2107,01,123,2024-01-18 18:01:03,18:00:00
2108,03,135,2024-01-18 18:35:17,18:30:00
2108,01,523,2024-01-18 18:40:16,18:37:00
2108,01,523,2024-01-18 18:40:16,18:45:00
2110,02,202,2024-01-18 18:31:14,18:29:00
2112,02,523,2024-01-18 18:01:02,17:58:00
2112,02,523,2024-01-18 18:01:02,18:05:00
2118,02,173,2024-01-18 17:48:55,17:51:00
2120,04,123,2024-01-18 18:17:05,18:12:00
2120,04,123,2024-01-18 17:47:40,17:42:00
2128,01,509,2024-01-18 18:38:15,18:34:00
2128,01,509,2024-01-18 18:38:15,18:44:00
2130,02,143,2024-01-18 18:04:09,18:01:00
2130,02,143,2024-01-18 18:04:09,18:11:00
2131,01,111,2024-01-18 18:10:09,18:08:00
2131,01,507,2024-01-18 18:18:06,18:16:00
2131,01,507,2024-01-18 18:18:06,18:26:00
2142,01,111,2024-01-18 17:48:51,17:50:00
2143,01,117,2024-01-18 18:04:07,18:02:00
2144,02,111,2024-01-18 18:34:12,18:33:00
2145,01,147,2024-01-18 18:36:12,18:34:00
2146,02,411,2024-01-18 17:59:03,17:57:00
2146,02,411,2024-01-18 17:59:03,18:07:00
2146,02,509,2024-01-18 18:00:00,17:59:00
2148,01,111,2024-01-18 18:05:59,18:02:00
2148,01,111,2024-01-18 18:05:59,18:14:00
2148,01,111,2024-01-18 18:07:08,18:02:00
2148,01,111,2024-01-18 18:07:08,18:14:00
2148,01,111,2024-01-18 18:08:02,18:02:00
2148,01,111,2024-01-18 18:08:02,18:14:00
2148,01,111,2024-01-18 18:09:02,18:02:00
2148,01,111,2024-01-18 18:09:02,18:14:00
2148,01,111,2024-01-18 18:10:05,18:02:00
2148,01,111,2024-01-18 18:10:05,18:14:00
2148,01,111,2024-01-18 18:11:05,18:14:00
2148,01,111,2024-01-18 17:59:01,18:02:00
2148,01,111,2024-01-18 17:44:58,17:38:00
2148,01,111,2024-01-18 17:44:58,17:50:00
2148,01,111,2024-01-18 17:45:52,17:38:00
